date,globalid__,nama_p,route_number,nama_n,last_edited_date1,pole,tinggi_tiang,pemilikan,road_location,join_count,cam_fix,lat,section_number,arm_using,nam_daerah,created_user,camera_type,road_area,radio_wire,tujuan,tnb_box,connection_method,kod_par,pemaju,speaker,name,closed_circuit_television_type,daerah,cam_ptz,status,remark2,identification_number,hotspot,perunding,created_date1,remark,long,closed_circuit_television_suppo,kod_negeri,target_fid,nam_par,direction,kod_daerah,kontraktor,custodian,cam_anpr,closed_circuit_television_usage,kod_dun,last_edited_user,fasa_projek,nam_dun,id_cctv,jumlah_camera1,objectid,geometry_x,geometry_y
,{C38DE637-F239-4289-8B64-A25D6A6E951B},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,BERHADAPAN PUSAT ZAKAT BANDAR PERDA,1,2,5.36647,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T141,HOTSPOT PERDA CITY,,,REPLACE NEW CAMERA,100.43514,,07,195,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10141,3,195,100.43513999962123,5.366469999564134
,{D21E38B3-E7FB-4382-8F4A-2FE702762B86},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,LORONG PERDA SELATAN 1,1,2,5.36642,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T142,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43642,,07,196,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10142,3,196,100.43641999979656,5.3664199996015185
,{3E3FEA6F-AB06-4A50-994B-99E8459B04B6},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERDA SELATAN ( HADAPAN BANK ISLAM BDR PERDA ),1,2,5.36728,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T143,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43687,,07,197,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10143,3,197,100.43687000024096,5.367280000121811
,{071908AA-7589-4413-9002-504756ED562A},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERDA SELATAN,1,2,5.36757,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T144,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43785,,07,198,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10144,3,198,100.43785000035224,5.3675699997714945
,{F66C3D16-84C7-4293-A93E-E983CC920BBF},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERDA UTARA 1 ( HADAPAN OLDTOWN WHITE COFFEE ),1,3,5.36766,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T145,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43727,,07,199,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10145,4,199,100.43727000014925,5.367659999577313
,{90A8DE3B-6C2B-42D9-8408-5A62F452A21B},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,JALAN PERDA SELATAN,1,2,5.36686,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T146,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43528,,07,200,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10146,3,200,100.43527999968603,5.366860000442485
,{1F12009D-BB8D-499A-BE31-26C2E7594FA0},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,LORONG PERDA SELATAN 2,1,2,5.36743,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T147,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43461,,07,201,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10147,3,201,100.43460999995526,5.3674300003837185
,{2AB56E87-7EF8-493A-BACE-A8609669FBA0},PERMATANG PAUH,,SEBERANG JAYA,,NEW POLE,,,LORONG PERDA SELATAN 2,1,3,5.36788,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T148,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.43256,,07,202,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10148,4,202,100.43256000031802,5.367879999783395
,{9F829FD3-9E47-406C-97A7-4ADC8918B9C1},BATU KAWAN,,PERAI,,NEW POLE,,,JALAN PERDA BARAT ( BERSEBELAH KPJ HOSPITAL ),1,3,5.36876,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.046,,,,,SPT,1,1,,T149,HOTSPOT PERDA CITY,,,INSTALL NEW CAMERA,100.39026,,07,203,P.046 - BATU KAWAN,,01,,3,,,N.16,,,N.16 - PERAI,10149,4,203,100.39025999958012,5.368760000236921
,{C4AC5E5F-737D-4436-99E8-0C75AADE1B11},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,UPTOWN BANDAR PERDA,1,3,5.36794,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T150,,,,REPLACE NEW CAMERA,100.42817,,07,204,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10150,4,204,100.42817000021456,5.367940000186653
,{D8047FB7-0C4E-4DC7-9865-F7E5F1FB67E0},PERMATANG PAUH,,SEBERANG JAYA,,TRAFFIC LIGHT,,,JALAN PERDA UTAMA ( TRAFFIC LIGHT MBSP PERDA),1,3,5.36932,,,SEBERANG PERAI TENGAH,,,JKR,,,,WIRELESS,P.044,,,,,SPT,1,1,"DON’T HAVE ANY SPACE TO INSTALL POLE, SUGGEST TO INSTALL CCTV AT STREET LIGHT POLE",T151,,,,TRAFFIC LIGHT POLE,100.43193,,07,205,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10151,4,205,100.43192999997862,5.369320000221089
,{37B4EDF6-3117-4439-9632-A8EDAC46865E},PERMATANG PAUH,,SEBERANG JAYA,,EXISTING (MBSP),,,JALAN PERDA UTAMA BERHAMPIRAN MBSP,1,2,5.37034,,,SEBERANG PERAI TENGAH,,,MBSP,,,,WIRELESS,P.044,,,,,SPT,1,1,,T152,,,,REPLACE NEW CAMERA,100.43168,,07,206,P.044 - PERMATANG PAUH,,01,,3,,,N.10,,,N.10 - SEBERANG JAYA,10152,3,206,100.43168000003222,5.370339999626568
,{AEEDDBBA-9106-4568-8A7A-32D1E3BCBBC3},KEPALA BATAS,,PENAGA,,EXISTING (KPKT),,,KUALA MUDA PENAGA ( TEPI PANTAI),1,1,5.57631,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U001,,,,REPLACE CAMERA,100.34033,,07,207,P.041 - KEPALA BATAS,,02,,3,,,N.01,,,N.01 - PENAGA,20001,2,207,100.34033000004035,5.576310000344051
,{F07AE6A6-D115-4D39-BE36-A23BC7D24345},KEPALA BATAS,,PENAGA,,EXISTING (KPKT),,,TAMAN KUALA MUDA PENAGA (DEPAN BALAI POLIS),1,1,5.56952,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U002,,,,REPLACE CAMERA,100.34926,,07,208,P.041 - KEPALA BATAS,,02,,3,,,N.01,,,N.01 - PENAGA,20002,2,208,100.34925999961675,5.5695200004148155
,{1F18022E-BA01-4D8E-BCF2-CE4A7CB5A325},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (MBSP),,,"PERSIMPANGAN LAMPU ISYARAT JLN PERMATANG SETAR, PINANG TUNGGAL",1,3,5.55425,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U003,,,,REPLACE CAMERA,100.50139,,07,209,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20003,4,209,100.50138999983454,5.55424999998559
,{D35B5170-437C-42C8-B085-EF4374AEA783},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (MBSP),,,"TINGKAT SELAMAT 8, KG SELAMAT",1,1,5.51058,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U004,,,,REPLACE CAMERA,100.52542,,07,210,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20004,2,210,100.52542000011286,5.510579999958959
,{CD16E547-9C0D-4FA7-8D0E-A6D45E4AA586},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (KPKT),,,JALAN KAMPUNG BARU (HADAPAN KLINIK DESA KG SELAMAT),1,1,5.50423,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U005,,,,REPLACE CAMERA,100.52205,,07,211,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20005,2,211,100.52204999998234,5.504230000033037
,{5FE45164-29D1-4368-A5B2-A3FE76D852C6},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,, SPG TRAFFIC LIGHT JLN KG BARU / JLN TASEK GELUGOR,1,2,5.50233,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U006,,,,INSTALL NEW CAMERA,100.52382,,07,212,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20006,3,212,100.5238199996846,5.502330000084997
,{04765461-33BD-46B4-951B-3ECBBB2CC11C},TASEK GELUGOR,,PERMATANG BERANGAN,,EXISTING (KPKT),,,JALAN ARA KUDA,1,3,5.43805,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.042,,,,,SPU,1,1,,U007,,,,REPLACE CAMERA,100.51301,,07,213,P.042 - TASEK GELUGOR,,02,,3,,,N.04,,,N.04 - PERMATANG BERANGAN,20007,4,213,100.5130100003401,5.438049999711468
,{69BC4318-2B24-4B15-BD3F-0ACD3425B7F2},TASEK GELUGOR,,PERMATANG BERANGAN,,EXISTING (KPKT),,,"JALAN HASHIM AWANG, PEKAN TASEK GELUGOR",1,3,5.48158,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.042,,,,,SPU,1,1,,U008,,,,REPLACE CAMERA,100.49496,,07,214,P.042 - TASEK GELUGOR,,02,,3,,,N.04,,,N.04 - PERMATANG BERANGAN,20008,4,214,100.49495999993333,5.481580000323973
,{091E1739-CCBC-49A2-981C-57646CD98AF2},TASEK GELUGOR,,PERMATANG BERANGAN,,EXISTING (MBSP),,,JLN HASHIM AWANG/JLN KUBANG MENERONG (JALAN KOMERSIAL 1),1,3,5.48397,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.042,,,,,SPU,1,1,,U009,,,,REPLACE CAMERA,100.49022,,07,215,P.042 - TASEK GELUGOR,,02,,3,,,N.04,,,N.04 - PERMATANG BERANGAN,20009,4,215,100.49021999980593,5.483969999971885
,{2947D73C-DB69-4D9D-9EEA-ED0E23FD053A},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,BULATAN TMN BERTAM PUTRA,1,4,5.51864,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U010,,,,INSTALL NEW CAMERA,100.48319,,07,216,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20010,5,216,100.48319000027591,5.5186400002208735
,{0B48CBE2-D817-45DE-90B9-F1CD8F2D957C},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (KPKT),,,JLN TUN HAMDAN SHEIKH TAHIR/ PERSIARAN PERINDUSTRIAN BERTAM PERDANA,1,3,5.51989,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U011,,,,REPLACE CAMERA,100.47569,,07,217,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20011,4,217,100.47569000044554,5.519889999945405
,{AE48B2A0-C1CC-44BA-A9D4-093FDE37B1E3},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,JLN BERTAM/TMN BERTAM PERDANA,1,3,5.51844,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U012,,,,INSTALL NEW CAMERA,100.45872,,07,218,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20012,4,218,100.45872000029165,5.518439999818382
,{53852028-A314-41FE-B8B9-1C36FE8E8DF8},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,JLN TUN HAMDAN SHEIKH TAHIR,1,2,5.51844,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U013,,,,INSTALL NEW CAMERA,100.45872,,07,219,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20013,3,219,100.45872000029165,5.518439999818382
,{4950E813-059E-4BE3-A4A0-105B3D644511},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,JALAN DAGANGAN 5/JLN DAGANGAN 1,1,2,5.51797,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U014,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.45157,,07,220,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20014,3,220,100.45156999963244,5.517970000268261
,{9E2A5F98-983A-4EB2-A2CC-0A73903F2F55},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,JALAN DAGANGAN 6/JLN DAGANGAN 8,1,3,5.51682,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U015,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.45059,,07,221,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20015,4,221,100.45058999985925,5.516819999656961
,{53C47735-2C67-4E7C-AAB0-7C7B401E0706},KEPALA BATAS,,PINANG TUNGGAL,,NEW POLE,,,JALAN DAGANGAN 10,1,2,5.51575,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U016,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.45148,,07,222,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20016,3,222,100.45147999992557,5.515750000151093
,{D1E65B20-D934-4D6A-B3A5-1930F54395BC},KEPALA BATAS,,BERTAM,,NEW POLE,,,JALAN DAGANGAN 2,1,2,5.51591,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U017,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.44921,,07,223,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20017,3,223,100.44920999989166,5.515909999638384
,{DD496AE7-4A79-4819-A3C0-ED0296F2D3E1},KEPALA BATAS,,BERTAM,,NEW POLE,,,JALAN DAGANGAN 2 (HADAPAN STESYEN MINYAK PETRONAS),1,3,5.51782,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,"HAVE SOME DOUBTFUL SPACE TO INSTALL NEW POLE, NEED TO RECHECK 
SUGGESTION TO MOVE POSITION NEARLY STREET LIGHT ",U018,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.44911,,07,224,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20018,4,224,100.44910999957708,5.51781999987519
,{118E3785-C899-4B04-8963-09F38C07A790},KEPALA BATAS,,BERTAM,,NEW POLE,,,JALAN DAGANGAN 2,1,2,5.51582,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U019,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.44831,,07,225,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20019,3,225,100.44830999970982,5.5158200000150694
,{934DCAA9-9F6F-40B9-B650-309907329D29},KEPALA BATAS,,BERTAM,,NEW POLE,,,JALAN DAGANGAN 2 (LALUAN KELUAR MASUK),1,2,5.51657,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U020,HOTSPOT KIOSK BERTAM,,,INSTALL NEW CAMERA,100.44734,,07,226,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20020,3,226,100.44734000004472,5.516569999735403
,{5A56B3A6-3BB2-4D12-98E9-2ACFFC936711},KEPALA BATAS,,BERTAM,,EXISTING (MBSP),,,JALAN DAGANGAN 2  (HADAPAN BANK RAKYAT),1,3,5.51758,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U021,HOTSPOT KIOSK BERTAM,,,REPLACE CAMERA,100.44718,,07,227,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20021,4,227,100.44717999993817,5.517579999646787
,{7B5DF3C4-CE7B-45F5-9A76-61AA9CE98A48},KEPALA BATAS,,BERTAM,,TRAFFIC LIGHT POLE,,,JALAN BERTAM/ JALAN KELAB GOLF BERTAM,1,2,5.51788,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U022,,,,INSTALL NEW CAMERA,100.44699,,07,228,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20022,3,228,100.44699000043695,5.517879999682323
,{A87ADDCD-982F-469C-A340-1151B1B06D41},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (MBSP),,,JLN TUN HAMIDAH SHEIKH TAHIR /PLAZA TOL BERTAM (HADAPAN LOTUS),1,4,5.51776,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U023,,,,REPLACE CAMERA,100.44341,,07,229,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20023,5,229,100.44341000030639,5.517759999695087
,{797823A5-5FAD-4D31-BFD9-AFBAB0ADD901},KEPALA BATAS,,PINANG TUNGGAL,,EXISTING (MBSP),,,LORONG BERTAM INDAH 4/9 (HADAPAN BANK MAYBANK),1,2,5.51776,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U024,,,,REPLACE CAMERA,100.43801,,07,230,P.041 - KEPALA BATAS,,02,,3,,,N.03,,,N.03 - PINANG TUNGGAL,20024,3,230,100.43801000040534,5.517760000194399
,{B38EC6EE-6327-486C-987B-19240E2E404E},KEPALA BATAS,,BERTAM,,NEW POLE,,,SPG TRAFFIC LIGHT JLN BERTAM (KOMPLEKS KERAJAAN KEPALA BATAS),1,3,5.51713,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U025,,,,INSTALL NEW CAMERA,100.43725,,07,231,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20025,4,231,100.43725000023133,5.517130000110986
,{0C75BC38-FECC-4CB6-8340-8CD9E9C32207},KEPALA BATAS,,BERTAM,,NEW POLE,,,JALAN BERTAM 2/JALAN BERTAM 1,1,2,5.51489,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U026,,,,INSTALL NEW CAMERA,100.43558,,07,232,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20026,3,232,100.43558000012578,5.5148899997613325
,{4A02A02E-37DD-4075-82E6-15AA8D9C970D},KEPALA BATAS,,BERTAM,,NEW POLE,,,SPG TRAFFIC LIGHT JLN DUA /JLN BERTAM 1,1,3,5.51014,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U027,,,,INSTALL NEW CAMERA,100.43525,,07,233,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20027,4,233,100.43524999956276,5.51013999975831
,{8892181F-461E-4AB7-8777-0433AE88D893},KEPALA BATAS,,BERTAM,,EXISTING (KPKT),,,"JALAN USAHAWAN 1/JALAN USAHAWAN 2 (HDPN KOMPLEKS DATO KAILAN, KEPALA BATAS)",1,3,5.51532,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.041,,,,,SPU,1,1,,U028,,,,REPLACE CAMERA,100.43017,,07,234,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20028,4,234,100.43016999998999,5.515319999803007
,{72279BEC-D6D3-4BB0-B293-CEE6CC0DC51D},KEPALA BATAS,,BERTAM,,EXISTING (KPKT),,,SPG TRAFFIC LIGHT JLN DATO HJ AHMAD BADAWI/JLN PADANG KELAB,1,4,5.51689,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U029,,,,REPLACE CAMERA,100.43014,,07,235,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20029,5,235,100.43014000023258,5.516890000380442
,{5A6D5695-E66B-4779-B127-4A9499B74AAB},KEPALA BATAS,,BERTAM,,EXISTING (KPKT),,,JALAN PERAK/JALAN BAHAGIA (MASJID KEPALA BATAS),1,1,5.51525,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,NEED TRIM/CUTTING BRANCH TREE,U030,,,,REPLACE CAMERA,100.42526,,07,236,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20030,2,236,100.42526000002192,5.5152500000688445
,{1D773C25-4D4B-432C-88F2-1DA02255E70A},KEPALA BATAS,,BERTAM,,EXISTING (MBSP),,,JALAN PADANG KELAB (PEKAN LAMA KEPALA BATAS),1,3,5.51672,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U031,,,,REPLACE CAMERA,100.42543,,07,237,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20031,4,237,100.4254300003866,5.516720000276958
,{4B5B476B-6726-40B1-8097-74007B6A4EC8},KEPALA BATAS,,BERTAM,,EXISTING (KPKT),,,JALAN BAWAH PENAGA (HADAPAN PONDOK POLIS PENAGA),1,2,5.52514,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.041,,,,,SPU,1,1,,U032,,,,REPLACE CAMERA,100.38135,,07,238,P.041 - KEPALA BATAS,,02,,3,,,N.02,,,N.02 - BERTAM,20032,3,238,100.38135000007061,5.525139999573056
,{5BD869E0-BC16-4A39-81C9-4103E403D3C2},TASEK GELUGOR,,TELOK AYER TAWAR,,EXISTING (KPKT),,,LORONG TELOK AIR TAWAR ( TMN TELOK AIR TAWAR INDAH ),1,1,5.49279,,,SEBERANG PERAI UTARA,,,JKR,,,,WIRELESS,P.042,,,,,SPU,1,1,,U033,,,,REPLACE CAMERA,100.38394,,07,239,P.042 - TASEK GELUGOR,,02,,3,,,N.06,,,N.06 - TELOK AYER TAWAR,20033,2,239,100.38393999960883,5.492789999604542
,{A528880B-69B9-456A-B46A-1FEC50DD7315},TASEK GELUGOR,,TELOK AYER TAWAR,,NEW POLE,,,ROBINA ECOPARK ( PARKING AREA ),1,2,5.47194,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U034,,,,INSTALL NEW CAMERA,100.37961,,07,240,P.042 - TASEK GELUGOR,,02,,3,,,N.06,,,N.06 - TELOK AYER TAWAR,20034,3,240,100.37960999994223,5.471940000141029
,{F65635F5-71F4-4D0E-8C38-875D03AACF29},TASEK GELUGOR,,TELOK AYER TAWAR,,NEW POLE,,,LORONG LAKSAMANA 11 ( PARKING AREA ),1,2,5.47204,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U035,,,,INSTALL NEW CAMERA,100.37997,,07,241,P.042 - TASEK GELUGOR,,02,,3,,,N.06,,,N.06 - TELOK AYER TAWAR,20035,3,241,100.37997000030508,5.472040000392635
,{32203C84-952E-426B-AF27-841542395D37},TASEK GELUGOR,,SUNGAI DUA,,EXISTING (KPKT),,,JALAN MERBAU INDAH ( TAMAN MERBAU INDAH ),1,2,5.44957,,,SEBERANG PERAI UTARA,,,JKR ,,,,WIRELESS,P.042,,,,,SPU,1,1,,U036,,,,REPLACE CAMERA,100.43296,,07,242,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20036,3,242,100.43295999965564,5.449570000243545
,{22ACDE98-6E3C-4713-BDF4-3E9CA807CDDD},TASEK GELUGOR,,SUNGAI DUA,,EXISTING (KPKT),,,JALAN MERBAU KUDUNG / LORONG PERNIAGAAN 1 ,1,4,5.44564,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U037,HOTSPOT SG DUA,,,REPLACE CAMERA,100.43009,,07,243,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20037,5,243,100.43008999956835,5.445640000324711
,{799149C9-9DB6-47FA-9269-67B5AF68B828},TASEK GELUGOR,,SUNGAI DUA,,NEW POLE,,,LORONG PERNIAGAAN 1,1,3,5.44522,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U038,HOTSPOT SG DUA,,,INSTALL NEW CAMERA,100.43142,,07,244,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20038,4,244,100.43142000028551,5.44521999968265
,{9E70D505-E5A2-40CB-9F44-EAE57C4131A9},TASEK GELUGOR,,SUNGAI DUA,,NEW POLE,,,LORONG PERNIAGAAN 2,1,2,5.44449,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U039,HOTSPOT SG DUA,,,INSTALL NEW CAMERA,100.43081,,07,245,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20039,3,245,100.43081000009823,5.444489999593262
,{A95C8B52-CE13-4E69-AE7B-AEBC5056BD96},TASEK GELUGOR,,SUNGAI DUA,,NEW POLE,,,LORONG PERNIAGAAN 1,1,3,5.44472,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U040,HOTSPOT SG DUA,,,INSTALL NEW CAMERA,100.42949,,07,246,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20040,4,246,100.42949000003681,5.444719999595292
,{FD312F4B-9C82-4609-9D19-7510DEBA5249},TASEK GELUGOR,,SUNGAI DUA,,NEW POLE,,,LORONG PERNIAGAAN ,1,2,5.44482,,,SEBERANG PERAI UTARA,,,MBSP,,,,WIRELESS,P.042,,,,,SPU,1,1,,U041,HOTSPOT SG DUA,,,INSTALL NEW CAMERA,100.43006,,07,247,P.042 - TASEK GELUGOR,,02,,3,,,N.05,,,N.05 - SUNGAI DUA,20041,3,247,100.4300600003436,5.444820000103355
