date,globalid__,nama_p,route_number,nama_n,last_edited_date1,pole,tinggi_tiang,pemilikan,road_location,join_count,cam_fix,lat,section_number,arm_using,nam_daerah,created_user,camera_type,road_area,radio_wire,tujuan,tnb_box,connection_method,kod_par,pemaju,speaker,name,closed_circuit_television_type,daerah,cam_ptz,status,remark2,identification_number,hotspot,perunding,created_date1,remark,long,closed_circuit_television_suppo,kod_negeri,target_fid,nam_par,direction,kod_daerah,kontraktor,custodian,cam_anpr,closed_circuit_television_usage,kod_dun,last_edited_user,fasa_projek,nam_dun,id_cctv,jumlah_camera1,objectid,geometry_x,geometry_y
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,Pintu Masuk Terminal Bas Ekspres Sungai Nibong,1,1,5.34347985,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.052, , ,,,DTL,1,, ,N22,, ,1406851200000,,100.30082722,,07,345,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,40049,2,345,100.30082721967558,5.343479849900898
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,Pintu Keluar Terminal Bas Ekspres Sungai Nibong,1,1,5.34259931,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,-,P.052, , ,,,DTL,1,, ,N23,, ,1406851200000,,100.29972381,,07,346,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,40050,2,346,100.29972380980948,5.342599310432199
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,"Bukit Jambul, Simpang Jalan Bukit Gambir / Jalan Rumbia",1,1,5.33648947,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari N26,P.052, , ,,,DTL,1,, ,N24,, ,1406851200000,,100.29103789,,07,347,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,40051,2,347,100.29103789028068,5.336489470302893
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,"Bukit Jambul, Simpang Jalan Tun Dr Awang / Jalan Bukit Gambir",1,2,5.33294841,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari N27,P.052, , ,,,DTL,1,, ,N25,, ,1406851200000,,100.28841479,,07,348,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,40052,3,348,100.28841479006341,5.332948410278787
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,"Bukit Jambul, Simpang Jalan Rumbia / Lorong Relau 2",1,1,5.33373143,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari U55,P.052, , ,,,DTL,1,, ,N26,, ,1406851200000,,100.2924813,,07,349,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,40053,2,349,100.2924812999635,5.333731430439526
,,BAYAN BARU,,BATU UBAN,,Galvanize,12,MBPP,"Bukit Jambul, Simpang Jalan Tun Dr Awang / Jalan Kampong Relau",1,2,5.33251957,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S10,P.052, , ,,,DTL,1,, ,N27,, ,1406851200000,,100.29207766,,07,350,P.052 - BAYAN BARU,,05, ,,,,N.35,,Fasa 2,N.35 - BATU UBAN,50010,3,350,100.29207765969319,5.3325195697272045
,,BUKIT BENDERA,,AIR PUTEH,,Galvanize,12,MBPP,"Ayer Itam, Simpang Ayer Itam / Jalan Kampung Melayu",1,2,5.40461915,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.048, , ,,,DTL,1,, ,N28,, ,1406851200000,,100.28866159,,07,351,P.048 - BUKIT BENDERA,,04, ,,,,N.23,,Fasa 2,N.23 - AIR PUTEH,40054,3,351,100.28866158970202,5.404619149675385
,,BUKIT BENDERA,,AIR PUTEH,,Galvanize,12,MBPP,"Ayer Itam, Simpang Jalan Ayer Itam / Jalan Stesen Keretapi Bukit Bendera",1,1,5.40788262,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.048, , ,,,DTL,1,, ,N29,, ,1406851200000,,100.27763103,,07,352,P.048 - BUKIT BENDERA,,04, ,,,,N.23,,Fasa 2,N.23 - AIR PUTEH,40055,2,352,100.27763102958079,5.407882620064399
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,12,MBPP,"Ayer Itam, Simpang Jalan Ayer Itam / Jalan Kampung Pisang",1,1,5.39907053,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,N30,, ,1406851200000,,100.27766495,,07,353,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,Fasa 2,N.33 - AIR ITAM,40056,2,353,100.27766494985666,5.399070530203586
,,BUKIT GELUGOR,,AIR ITAM,,Galvanize,12,MBPP,"Ayer Itam, Simpang Jalan Pasar / Laluan Ke Kuil Kek Lok Si",1,2,5.40141201,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR4,P.051, , ,,,DTL,1,, ,N31,, ,1406851200000,,100.27821597,,07,354,P.051 - BUKIT GELUGOR,,04, ,,,,N.33,,Fasa 2,N.33 - AIR ITAM,40057,3,354,100.27821596985143,5.401412009610123
,,TANJONG,,KOMTAR,,Jejantas (Indoor),,MBPP,Jejantas Octopus - Persimpangan Jalan Penang / Jalan Burma / Jalan Lim Chwee Leong,1,8,5.41677863,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber optik sedia ada,P.049, , ,,,DTL,0,, ,OCT,, ,1538352000000,,100.33014797,,07,355,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 2 (Pasang pada 24.1.2018),N.28 - KOMTAR,40058,8,355,100.3301479701748,5.4167786301190395
,,TANJONG,,PADANG KOTA,,Galvanize - Tiang Lampu,8,MBPP,Muntri Street,1,0,5.41962508,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari N35,P.049, , ,,,DTL,1,, ,N36,, ,1406851200000,,100.33693002,,07,356,P.049 - TANJONG,,04, ,,,,N.26,,Fasa 2,N.26 - PADANG KOTA,40059,1,356,100.33693001982812,5.419625080434325
,,TANJONG,,PADANG KOTA,,Galvanize - Tiang Lampu,8,MBPP,Love Lane,1,0,5.41953351,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan dari Fiber (Fasa 1),P.049, , ,,,DTL,1,, ,N35,, ,1406851200000,,100.33700122,,07,357,P.049 - TANJONG,,04, ,,,,N.26,,Fasa 2,N.26 - PADANG KOTA,40060,1,357,100.33700121961152,5.419533510376485
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Jalan Sungai,1,0,5.40709795,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan dari Fiber (Fasa 1),P.050, , ,,,DTL,1,, ,N32,, ,1406851200000,,100.324836,,07,358,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 2,N.30 - SUNGAI PINANG,40061,1,358,100.32483599959268,5.407097950292139
,,TANJONG,,KOMTAR,,Dipasang pada dinding bangunan,,MBPP,Komtar Interchange (Camera 1),1,0,5.41439239,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber optik sedia ada,P.049, , ,,,DTL,1,, ,N33,, ,1406851200000,,100.33050878,,07,359,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 2,N.28 - KOMTAR,40062,1,359,100.33050877958051,5.41439239024639
,,TANJONG,,KOMTAR,,Dipasang pada dinding bangunan,,MBPP,Komtar Interchange (Camera 2),1,0,5.4138748,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber optik sedia ada,P.049, , ,,,DTL,1,, ,N34,, ,1406851200000,,100.330424,,07,360,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 2,N.28 - KOMTAR,40063,1,360,100.33042400030043,5.41387479968893
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,12,MBPP,Persiaran Gurney,1,2,5.43362679,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari N20,P.048, , ,,,DTL,0,, ,NR02,, ,1406851200000,,100.31572466,,07,361,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 2,N.25 - PULAU TIKUS,40064,2,361,100.31572465972467,5.433626789557497
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persiaran Karpal Singh dekat Jambatan Basikal Sungai Pinang,1,2,5.40319389,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 1),P.050, , ,,,DTL,1,, ,Q01,, ,1446336000000,,100.33067151,,07,362,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40065,3,362,100.33067151008564,5.403193889970486
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persimpangan Persiaran Karpal Singh/ Lebuh Sungai Pinang  7,1,2,5.40230701,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q02,, ,1446336000000,,100.33180954,,07,363,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40066,3,363,100.33180954012107,5.40230701022024
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persiaran Karpal Singh Depan Summer Palace,1,2,5.40081326,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q03,, ,1446336000000,,100.33317856,,07,364,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40067,3,364,100.33317856040898,5.400813259843379
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persimpangan Persiaran Karpal Singh/ Lebuh Sungai Pinang 8,1,2,5.39983381,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q04,, ,1446336000000,,100.33203742,,07,365,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40068,3,365,100.33203742023385,5.399833809910368
,,TANJONG,,KOMTAR,,-,,MBPP,Parking Ahli Majlis,1,0,5.41401276,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan fiber sedia ada,P.049, , ,,,DTL,2,, ,T66,, ,,,100.33004116,,07,366,P.049 - TANJONG,,04, ,,,,N.28,,Fasa 5,N.28 - KOMTAR,40069,2,366,100.33004115976111,5.414012759697766
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persimpangan Persiaran Karpal Singh/ Lebuh Sungai Pinang 6,1,2,5.39815115,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q05,, ,1446336000000,,100.33028081,,07,367,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40070,3,367,100.3302808103436,5.398151150297376
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persimpangan Persiaran Karpal Singh/ Lebuh Sungai Pinang,1,2,5.39673275,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q06,, ,1446336000000,,100.32875016,,07,368,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40071,3,368,100.32875015957703,5.396732750093826
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Persiaran Karpal Singh dekat Mc Donald,1,2,5.39557123,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q07,, ,1446336000000,,100.32753845,,07,369,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40072,3,369,100.32753844971849,5.395571230141209
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Jalan Perusahaan Jelutong dekat Jetty Perikanan di laluan basikal,1,2,5.39460277,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q08,, ,1446336000000,,100.32672916,,07,370,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40073,3,370,100.32672915962186,5.394602770104927
,,BAYAN BARU,,BATU UBAN,,Galvanize,20,MBPP,Jalan Sungai Dua/ Lorong Sungai Dua (Berdekatan USM),1,2,5.35284222,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari LR1,P.052, , ,,,DTL,1,, ,S15,, ,1472688000000,,100.30162565,,07,371,P.052 - BAYAN BARU,,04, ,,,,N.35,,Fasa 4,N.35 - BATU UBAN,40074,3,371,100.30162565044392,5.3528422204172275
,,JELUTONG,,SUNGAI PINANG,,Galvanize,12,MBPP,Jalan Perusahaan Jelutong dekat kawasan Lapang di laluan basikal,1,2,5.39340355,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber Sedia ada,P.050, , ,,,DTL,1,, ,Q09,, ,1446336000000,,100.32532493,,07,372,P.050 - JELUTONG,,04, ,,,,N.30,,Fasa 3,N.30 - SUNGAI PINANG,40075,3,372,100.32532492978697,5.393403550111906
,,BUKIT BENDERA,,PULAU TIKUS,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Tokong/ Tingkat Hock Hin,1,2,5.44637809,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q10,, ,1446336000000,,100.3053582,,07,373,P.048 - BUKIT BENDERA,,04, ,,,,N.25,,Fasa 3,N.25 - PULAU TIKUS,40076,3,373,100.30535820026817,5.446378090255972
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Tokong / Jalan  Seri Tanjung Pinang,1,2,5.45822794,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q11,, ,1446336000000,,100.30778396,,07,374,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40077,3,374,100.30778396008634,5.458227940368919
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Bungah / Jalan  Gajah,1,2,5.4627065,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q12,, ,1446336000000,,100.30379633,,07,375,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40078,3,375,100.30379632994192,5.4627065003829385
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Bungah / Jalan  Cheah Seng Kim,1,2,5.46605167,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q13,, ,1446336000000,,100.28805633,,07,376,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40079,3,376,100.28805632990269,5.466051670054609
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Bungah / Jalan  Lembah Permai,1,2,5.46557877,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q14,, ,1446336000000,,100.28085396,,07,377,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40080,3,377,100.2808539596628,5.465578769957086
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Tanjung Bungah / Pesiaran Tanjung Bungah (tentang Masjid Terapung),1,2,5.46870744,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q15,, ,1446336000000,,100.27717785,,07,378,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40081,3,378,100.27717785011266,5.46870743955196
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Batu Ferringghi/ Jalan Pantai Miami,1,2,5.4775819,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q16,, ,1446336000000,,100.26677818,,07,379,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40082,3,379,100.26677817959386,5.477581900020729
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Batu Ferringghi depan Ferringghi Plaza,1,2,5.47735051,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q17,, ,1446336000000,,100.2537017,,07,380,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40083,3,380,100.25370169986725,5.477350509657097
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Batu Ferringghi dekat Hotel Lone Pine,1,2,5.47511762,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q19,P.048, , ,,,DTL,1,, ,Q18,, ,1446336000000,,100.25049196,,07,381,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40084,3,381,100.25049196017731,5.475117620193438
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Batu Ferringghi dekat Ferringghi Nightwalk Bazaar,1,2,5.47479912,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q19,, ,1446336000000,,100.24941318,,07,382,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40085,3,382,100.24941318006873,5.474799120386502
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Persimpangan Jalan Batu Ferringghi/ Jalan Sungai 1,1,2,5.47263266,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q20,, ,1446336000000,,100.24710353,,07,383,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40086,3,383,100.24710353008297,5.472632660336016
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Jalan Batu Ferringghi dekat laluan Masuk ke Bayu Senja,1,2,5.47071179,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Balai Polis Batu Ferringgi / QR1,P.048, , ,,,DTL,1,, ,Q21,, ,1446336000000,,100.24555078,,07,384,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40087,3,384,100.2455507803621,5.47071178992381
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Jalan Batu Ferringghi bertentangan By The Sea,1,2,5.46887303,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari QR1,P.048, , ,,,DTL,1,, ,Q22,, ,1446336000000,,100.24441833,,07,385,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40088,3,385,100.2444183300909,5.46887302994394
,,,,,,Galvanize,20,MBPP,Jalan Batu Ferringghi bertentangan Bayview Beach,1,2,5.46689599,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,WIreless dari Q25,, , ,,,,1,, ,Q23,, ,1446336000000,,100.24000191,,07,386,,,04, ,,,,,,Fasa 3,,40089,3,386,100.24000191003299,5.466895989592643
,,BALIK PULAU,,TELOK BAHANG,,Galvanize,20,MBPP,Jalan Teluk Bahang dekat Rumah Rehat,1,2,5.46475624,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q33,P.053, , ,,,DBD,1,, ,Q24,, ,1446336000000,,100.23627425,,07,387,P.053 - BALIK PULAU,,05, ,,,,N.40,,Fasa 3,N.40 - TELOK BAHANG,50011,3,387,100.23627425005711,5.464756239759121
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Rumah Peranginan Kilat Pulau Pinang,1,2,5.46591251,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q24,P.048, , ,,,DTL,1,, ,Q25,, ,1446336000000,,100.23916624,,07,388,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40090,3,388,100.23916624009773,5.465912509611494
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Hard Rock hotel,1,2,5.468353,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q24,P.048, , ,,,DTL,1,, ,Q26,, ,1446336000000,,100.241404,,07,389,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40091,3,389,100.24140400016549,5.468353000350359
,,,,,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Bayu Senja,0,2,5.47129568,,,,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari QR1,, , ,,,,1,, ,Q27,, ,1446336000000,,100.24416141,,,390,,,, ,,,,,,Fasa 3,,,3,390,100.24416141000663,5.471295680165704
,,,,,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Holiday Inn Hotel,0,2,5.474168,,,,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q29,, , ,,,,1,, ,Q28,, ,1446336000000,,100.247068,,,391,,,, ,,,,,,Fasa 3,,,3,391,100.24706799999163,5.47416800031296
,,,,,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Lone Pine Hotel,1,2,5.475631,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q19,, , ,,,,1,, ,Q29,, ,1446336000000,,100.248715,,07,392,,,04, ,,,,,,Fasa 3,,40092,3,392,100.2487149996841,5.475630999652063
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Golden Sand Hotel,1,2,5.477602,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q29,P.048, , ,,,DTL,1,, ,Q30,, ,1446336000000,,100.251081,,07,393,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40093,3,393,100.2510810003001,5.4776020001585835
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Batu Ferringghi di sebelah pantai dekat Raya Sayang Hotel,1,2,5.48004129,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q30,P.048, , ,,,DTL,1,, ,Q31,, ,1446336000000,,100.25407464,,07,394,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40094,3,394,100.25407463982053,5.480041289614625
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Sungai Emas dekat Eden Fairway Condo,1,2,5.47601224,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Sambungan Fiber (Fasa 2),P.048, , ,,,DTL,1,, ,Q32,, ,1446336000000,,100.25177618,,07,395,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40095,3,395,100.251776179837,5.476012239570878
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,8,MBPP,Jalan Batu Ferringhi Di Sebelah Pantai Dekat Bayview Resort,1,2,5.465566,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari QR1,P.048, , ,,,DTL,1,, ,Q33,, ,1446336000000,,100.241683,,07,396,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40096,3,396,100.24168299962027,5.465566000270796
,,BUKIT BENDERA,,TANJONG BUNGA,,Galvanize,20,MBPP,Jalan Lembah Permai Berhadapan Ambank,1,2,5.46397033,,,TIMOR LAUT,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari Q14,P.048, , ,,,DTL,1,, ,Q34,, ,1446336000000,,100.28043077,,07,397,P.048 - BUKIT BENDERA,,04, ,,,,N.22,,Fasa 3,N.22 - TANJONG BUNGA,40097,3,397,100.28043076992448,5.463970330017658
,,BAYAN BARU,,BATU MAUNG,,Galvanize,20,MBPP,Jalan Sultan Azlan Shah / Jalan Mayang Pasir (Hadapan Sunway Prima),1,2,5.30374619,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari S02,P.052, , ,,,DBD,1,, ,S01,, ,1472688000000,,100.278206,,07,398,P.052 - BAYAN BARU,,05, ,,,,N.37,,Fasa 4,N.37 - BATU MAUNG,50012,3,398,100.27820600001334,5.303746189953124
,,BAYAN BARU,,BATU MAUNG,,Galvanize,20,MBPP,Jalan Sultan Azlan Shah Laluan masuk berdepan Osram / Hadapan pusat Kawalan Kastam FIZ 1,1,2,5.30897941,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari L26,P.052, , ,,,DBD,1,, ,S02,, ,1472688000000,,100.28277371,,07,399,P.052 - BAYAN BARU,,05, ,,,,N.37,,Fasa 4,N.37 - BATU MAUNG,50013,3,399,100.28277371023036,5.308979409651716
,,BAYAN BARU,,BATU MAUNG,,Galvanize,20,MBPP,Jalan Sultan Azlan Shah Laluan masuk berdepan IQ Group Holding Bhd,1,2,5.31535957,,,BARAT DAYA,,, , ,Pemantauan Lalulintas dan Keselamatan, ,Wireless dari NR3,P.052, , ,,,DBD,1,, ,S03,, ,1472688000000,,100.28671782,,07,400,P.052 - BAYAN BARU,,05, ,,,,N.37,,Fasa 4,N.37 - BATU MAUNG,50014,3,400,100.28671781990694,5.315359570037397
